intnum	sex	age	Zeitung_W1	TV_W1	Zeitung_W2	TV_W2	Zeitung_W3	TV_W3	Einstellung_W1	Einstellung_W2	Einstellung_W3	Einstellung_Pro1	Einstellung_Pro2	Einstellung_Pro3	Cert1	Cert2	Cert3	Media_Reliance	Disk_Reliance	dim_bildung	dim_x	dim_y	dim_lr	dim_spr
10002	2	45	21	6	2	21	2	21	1	1	2	-1.06216336698896	-1.68085817655503	-1.13322390895655	1	1	1	1	.733333333333333	.6	6.62	2.2	 	1
10209	2	42	21	2	 	 	 	 	6	 	 	1.16889230758791	 	 	.8	 	 	.733333333333333	.666666666666667	.6	6.62	2.2	0	1
10223	1	53	14	6	 	 	 	 	2	 	 	-1.6785768462718	 	 	1	 	 	.866666666666667	.733333333333333	1	5.83	1.85	-.2	1
10256	2	42	31	7	 	 	 	 	5	 	 	-.330037162979916	 	 	.6	 	 	.8	.733333333333333	.6	5.27	1.78	0	0
10315	2	57	15	1	1	15	1	15	8	10	10	.241082793230468	.489555510841521	.254664094403769	.8	1	1	.8	.6	.8	7.05	2.25	.2	1
10386	2	28	31	3	8	-99.99	7	15	8	8	8	.51743679128786	.609284855600371	.471645820979661	.6	.8	.6	.6	.333333333333333	.8	5.56	1.45	 	0
10396	1	69	15	1	1	15	6	15	1	1	1	-2.13971324531324	-1.13971923374076	-1.34879503585396	1	1	1	.666666666666667	.6	1	6.94	2.39	-.4	1
10419	2	53	15	6	2	15	2	15	8	5	4	.33791508602538	-.115294703150551	-.174296936568652	.6	.6	.8	.733333333333333	.733333333333333	.6	6.82	2.55	.4	1
10437	1	69	20	6	6	20	2	20	5	3	4	-.277859330401576	-.833520374099543	-1.22693263879541	.8	.8	.8	.733333333333333	.4	.6	6.09	2.01	0	1
10453	1	60	30	2	1	20	 	 	5	8	 	-.0908354802357926	.718192807256889	 	.8	.6	 	.866666666666667	.8	.6	6.03	2.165	0	1
10473	2	73	21	1	2	21	2	21	10	8	8	.628192053291005	1.33181085823022	1.30316604253542	1	1	1	.533333333333333	.666666666666667	.6	6.61	2.12	0	1
10542	1	57	31	5	5	30	5	31	1	1	1	 	-1.57348004593515	-1.43641474920079	1	1	.8	.6	.533333333333333	1	5.355	1.545	-.6	0
10585	2	41	33	9	9	15	6	15	6	7	6	-.0656350272598366	.0353351826454604	-.35884313894609	.6	.8	.8	.733333333333333	.666666666666667	.6	7.52	2.13	-.2	1
10595	1	56	13	2	 	 	 	 	7	 	 	.867770055295663	 	 	1	 	 	.866666666666667	.6	1	5.86	2.22	.4	1
10658	2	64	31	9	9	24	3	31	8	8	6	.554592540203138	1.24561036725692	.889377129130331	.6	.6	.4	.933333333333333	.8	.6	5.32	1.62	.2	0
10668	2	33	31	9	9	31	3	31	6	7	5	-.587001094553745	-.0560423512080814	-.119129339053233	.8	.6	1	.666666666666667	.533333333333333	.6	5.62	2.14	0	0
10674	1	58	25	7	7	25	7	25	2	5	5	-1.96456557107649	-.975796370720262	-1.05609242914711	.8	.8	.8	.866666666666667	.533333333333333	1	5.86	2.22	-.2	1
10700	2	48	13	6	6	13	1	13	1	1	1	-2.21771806755985	-2.27411029590841	-1.67187088997883	1	1	1	.666666666666667	.666666666666667	1	6.46	2.48	-.4	1
10754	2	40	16	1	6	20	6	20	 	2	4	 	-1.8176216059822	-1.09915172388534	1	1	.8	.666666666666667	.2	.6	6.04	2	-.4	1
10787	1	47	25	3	9	25	3	25	4	7	2	-1.28941535025299	-.476940323669426	.078373008233217	1	.8	.8	.733333333333333	.2	1	5.61	1.44	.6	0
10848	2	45	18	6	 	 	 	 	8	 	 	.0119364273425433	 	 	1	 	 	.8	.6	.6	6.61	2.71	0	1
10863	1	55	15	2	2	15	2	15	10	10	8	 	1.73003140873249	1.04087508691285	1	1	1	.733333333333333	.6	.6	6.7	2.52	0	1
10873	1	51	15	2	2	15	2	16	7	7	5	-.583776735260328	-.145824661174166	-.366015502885277	1	.6	.6	.8	.2	1	6.63	2.52	.4	1
11004	2	57	33	7	5	-99.99	5	31	2	3	2	-.895354005625158	-.690289282940909	-.80623648484656	.6	.8	.8	.733333333333333	.533333333333333	1	5.57	2.03	-.2	0
11052	2	71	30	2	1	11	6	15	10	10	10	.804845989457104	1.00001444524568	.556902472087468	1	1	.8	.933333333333333	.5	.4	7.41	2.13	0	1
11122	1	50	-99.99	-99.99	-99.99	17	-99.99	-99.99	3	1	1	-.992887400722484	-1.79424215355391	-1.24960566822453	.6	.6	1	.2	.2	1	7	2.34	-.2	1
11218	2	69	13	6	 	 	 	 	5	 	 	-1.09977570828292	 	 	1	 	 	.666666666666667	.4	.8	5.97	1.99	-1	1
11295	1	71	19	2	2	19	1	19	10	10	10	.647892353189572	1.39736741976184	1.1067060680715	1	1	1	.8	1	1	6.13	2.63	.8	1
11314	1	32	-99.99	2	 	 	 	 	8	 	 	.619468910761942	 	 	.8	 	 	.466666666666667	.466666666666667	1	7.52	2.13	.4	1
11365	1	50	30	2	2	30	2	21	4	6	6	-.0287404656294625	-1.14285631774938	-.50360103290658	.6	.8	1	.8	.4	1	6.79	2.28	.2	1
11419	2	29	17	2	2	17	2	17	8	7	4	-.577389223492037	.209282645957812	-.354850028122983	.4	.6	.6	.666666666666667	.2	.6	6.11	2.67	-.4	1
11465	2	56	31	9	3	31	 	 	5	5	 	-.332395589698372	-.104462335878316	 	.8	.6	 	.8	.466666666666667	.6	5.59	2.17	0	0
11508	2	68	32	1	2	32	2	32	10	10	10	2.17599698189906	1.09730141870644	1.65222643689923	1	1	1	.666666666666667	1	.4	6.91	2.37	1	1
11547	1	67	25	7	5	25	5	25	10	8	8	.295749527782525	-.130095240749581	.026092829585573	1	1	.8	.733333333333333	.7	1	6.062	1.252	.2	0
11622	1	47	21	2	2	21	2	21	7	8	8	.432564575910402	.991425798525199	.655813581182378	.8	.8	.8	.666666666666667	.666666666666667	1	6.61	2.12	0	1
11673	2	42	30	5	9	32	9	31	4	1	2	-2.02002422528768	-2.48844803071828	-1.85812368508568	.6	1	.8	.6	.466666666666667	.4	5.74	1.94	0	1
11685	2	40	20	-99.99	-99.99	30	 	 	3	3	 	-.722811126897954	-1.6121982588553	 	.8	.8	 	.4	.266666666666667	1	6.42	1.72	-.4	1
11805	2	50	11	2	2	15	6	11	5	4	7	-.540994334161426	-.111150730988645	-.795045921574015	.8	.8	.8	.866666666666667	.733333333333333	.2	6.73	2.37	.2	1
11896	1	47	32	9	 	 	 	 	7	 	 	.847171789829447	 	 	.8	 	 	.533333333333333	.4	.6	6.04	2.23	.4	1
11915	2	79	19	2	2	19	6	19	7	8	4	.0767477250367454	1.4419481177408	.30497061744251	1	1	1	1	.2	.6	6.11	2.67	0	1
12075	1	83	30	-99.99	1	30	1	32	8	10	10	-.456503357233137	1.41019029137365	1.21647594430152	.6	1	1	.4	.8	.8	7.09	2.68	0	1
12187	2	65	21	6	6	21	6	21	5	10	10	.316088086121216	1.09649441535118	.711550325934172	1	1	1	1	.2	1	6.64	2.23	0	1
12254	1	59	11	6	-99.99	17	-99.99	-99.99	5	 	5	.96057733110414	.397513784798548	.0763547391511426	.2	.2	.2	.8	.2	.6	6.06	2.2	0	1
12268	2	51	31	7	3	31	5	31	10	10	10	1.1993080159742	1.62723457055611	.790399214700203	.8	.8	1	.466666666666667	1	.6	5.14	1.55	.4	0
12330	1	28	19	1	 	 	 	 	4	 	 	-.347463508850926	 	 	1	 	 	.666666666666667	.6	.6	6.07	2.66	0	1
12352	2	37	30	2	2	22	 	 	5	10	 	1.6629549594536	1.19575100902295	 	1	.8	 	.933333333333333	.4	.6	7.51	1.61	0	1
12398	1	33	-99.99	2	2	32	2	30	9	8	8	.609072233796393	-.514109544543313	.387782045331509	1	.8	1	.466666666666667	.533333333333333	1	6.58	2.35	.4	1
12404	1	31	17	2	2	15	 	 	1	1	 	-.869319233507776	-.732032334139422	 	1	.2	 	.733333333333333	.666666666666667	.6	6.61	2.62	-1	1
12423	1	63	-99.99	5	3	31	 	 	10	2	 	.76863640897587	-.12034265177839	 	.4	.8	 	.733333333333333	.2	.4	5.96	1.04	 	0
12427	2	30	24	3	5	31	7	32	6	8	10	-.0878216525809277	-.0450657291536619	.237849873042839	.8	.8	1	.4	.866666666666667	.6	5.64	1.88	0	0
12437	1	60	32	1	6	30	8	15	2	1	3	-1.46900477925568	-1.73078492325897	-1.38574478850996	.8	.8	1	.866666666666667	.6	.6	7.6	2.53	0	1
12465	2	40	23	6	2	15	2	15	10	6	3	.116803117714046	.702249968918164	.334613647220409	.6	1	.6	.6	.2	.6	7.42	2.55	0	1
12518	2	50	30	1	1	32	1	31	10	8	10	1.42512322856908	.626750913283379	.921407229774864	1	.8	1	.733333333333333	.333333333333333	.2	7.09	2.68	0	1
12549	1	46	21	6	6	15	9	-99.99	1	2	2	-1.70966831694122	-1.28612546353909	-1.16792481548002	1	.8	1	.6	.8	.4	6.82	2.48	0	1
12551	2	23	17	9	2	15	 	 	1	1	 	 	-2.27960635921216	 	1	1	 	.8	.733333333333333	.6	6.82	2.48	-1	1
12561	1	21	11	1	 	 	 	 	1	 	 	-.561927520332581	 	 	.2	 	 	.4	.2	.6	6.32	2.43	0	1
12649	1	68	-99.99	3	-99.99	-99.99	-99.99	-99.99	10	4	4	 	.647683661647653	1.07167245637729	.8	.4	.8	.4	.2	.4	5.62	2.14	-.4	0
12964	1	78	15	6	2	15	2	13	1	6	10	.267464324992118	.252759138870658	.121591335199611	1	1	.8	.6	.6	.4	6.82	2.48	-.6	1
12985	1	38	30	8	-99.99	31	6	30	1	1	1	-2.82022604672979	-2.33068082890695	-2.50236852025465	1	1	1	.733333333333333	.866666666666667	1	6.82	2.48	-1	1
12994	1	32	15	2	2	15	 	 	6	2	 	-.404213888969797	-.989023683156691	 	.6	.8	 	.733333333333333	.333333333333333	1	6.82	2.22	-.2	1
13093	2	68	31	-99.99	-99.99	26	-99.99	26	5	10	8	.275192341809645	.683005519352878	.464361018922865	1	.8	1	.733333333333333	.4	.8	4.98	1.15	.6	0
13145	1	53	-99.99	6	9	-99.99	-99.99	-99.99	10	9	8	1.25616591181715	1.81033581374334	.0397362810337528	.2	1	1	.266666666666667	.2	.6	6.58	2.35	-.6	1
13168	2	72	21	2	2	13	2	13	1	1	1	 	-1.49894775115051	-1.53175806637468	1	1	1	.866666666666667	.8	.6	6.665	2.09	-.4	1
13179	2	27	13	-99.99	 	 	 	 	8	 	 	-.771387552941126	 	 	.8	 	 	.5	.333333333333333	.6	6.82	2.48	-.4	1
13180	2	39	-99.99	-99.99	-99.99	-99.99	 	 	5	2	 	 	-1.26723677554075	 	.4	.4	 	.2	.2	.8	6.82	2.48	-.2	1
13259	1	30	14	2	1	13	 	 	7	10	 	.136467446856685	.106341641877731	 	.6	.8	 	.8	.333333333333333	1	6.66	2.19	0	1
13273	2	37	23	1	2	30	2	30	10	10	9	1.61879003839229	1.18891003732478	1.58014271029015	.6	.6	1	.533333333333333	.2	.4	7.396	2.688	0	1
13278	1	22	11	2	 	 	 	 	3	 	 	 	 	 	.8	 	 	.666666666666667	.8	.6	6.665	2.09	-.4	1
13279	2	88	21	1	1	21	2	21	5	5	5	.395929866437833	.291306338606689	-.0695871315976486	.8	1	.6	.8	.6	.6	6.665	2.09	0	1
13359	1	49	24	8	 	 	 	 	8	 	 	.772457997172076	 	 	1	 	 	.933333333333333	.7	.6	5.63	2.14	 	0
13406	1	81	31	5	7	31	5	31	5	5	7	.0592724032600078	.131465728414093	-.000743313855033588	.4	.6	1	.533333333333333	.3	.4	5.72	2.52	0	0
13451	1	27	17	-99.99	-99.99	30	-99.99	32	7	8	8	-.46135827735159	-.334820159602316	.362311962300287	.8	.8	.8	.6	.4	1	7.09	2.68	0	1
13460	2	33	15	2	2	15	 	 	4	3	 	-1.00161883711964	-1.10238204048445	 	.4	.4	 	.8	.2	.6	6.82	2.48	-.6	1
13601	2	20	15	8	8	15	 	 	8	7	 	-.250397252861005	-.0085578512250436	 	1	.8	 	.733333333333333	.866666666666667	.6	6.82	2.48	.6	1
13694	1	47	15	6	 	 	 	 	8	 	 	.674581769106243	 	 	.8	 	 	.8	.733333333333333	1	6.9	2.85	0	1
13730	1	48	13	1	1	14	 	 	10	7	 	.629998764306263	.149035327652977	 	1	1	 	.733333333333333	.2	1	6.82	2.48	.2	1
13857	2	25	21	2	 	 	 	 	8	 	 	.435157350831891	 	 	.8	 	 	.8	.4	.6	6.665	2.09	0	1
13884	1	49	13	1	1	13	 	 	8	8	 	-.236592371218561	.501285406199151	 	1	1	 	.666666666666667	.2	1	6.09	2.31	.4	1
13916	1	38	-99.99	9	3	33	-99.99	-99.99	10	7	7	-.200374844625121	.49026508348518	-.0580703834792649	1	1	1	.466666666666667	.8	.8	5.47	1.78	0	0
14089	2	19	17	8	9	17	1	17	2	5	1	-.994808043975998	-.710118710838784	-1.7907983874044	.2	.6	.6	.533333333333333	.466666666666667	.8	6.11	2.67	.2	1
14114	2	48	19	6	6	19	 	 	10	7	 	.176190791946069	.188347240839641	 	.8	.8	 	.666666666666667	.666666666666667	.6	6.11	2.67	-.2	1
14192	1	58	25	7	5	26	9	26	2	3	1	-.686988530734032	-1.05047455509051	-.693515396468925	.6	.8	1	.933333333333333	.5	1	4.94	1.15	0	0
14263	2	66	20	1	2	20	 	 	5	5	 	-.734701466468276	-.150970382729983	 	.6	.6	 	.933333333333333	.8	.8	5.96	1.94	0	1
14360	2	30	20	2	2	32	 	 	8	5	 	.335682201130555	.342713358782157	 	1	1	 	.866666666666667	.266666666666667	.8	5.9	2.13	.2	1
14412	2	51	30	2	 	 	 	 	5	 	 	-.146410754194691	 	 	.6	 	 	1	.2	.6	6.9	2.85	0	1
14414	2	58	30	1	1	22	1	32	8	10	10	-.197571540763893	-.516218672818189	-.67152364453238	1	1	1	.866666666666667	.6	.6	6.9	2.85	0	1
14424	1	71	30	2	2	32	2	-99.99	10	10	10	.666430933554718	.836931795213798	1.28144330175366	1	1	1	.733333333333333	.2	.6	7.03	2.35	.6	1
14486	1	56	30	1	1	19	1	19	10	8	8	.958642027859517	1.01447053866819	1.04719094435268	1	.8	1	.6	.2	.6	6.39	2.54	-.2	1
14540	1	47	23	2	2	30	2	23	2	3	2	-1.35687875617958	-1.59364616467618	-1.57864597594593	.8	.8	1	.8	.466666666666667	1	7.52	2.62	-.6	1
14559	2	45	13	6	1	15	1	15	4	4	1	-2.48593891833862	-1.51380615648722	-1.26336107992602	1	1	1	.666666666666667	.733333333333333	.6	7.06	2.74	-.6	1
14575	1	49	14	1	1	14	 	 	7	7	 	.768378057058099	.615145820695951	 	1	.8	 	.733333333333333	.333333333333333	1	7.32	2.51	.2	1
14597	1	34	20	-99.99	-99.99	20	-99.99	20	2	1	2	-1.24797135887678	-.84239553700287	-.782492303631692	.6	.8	.8	.666666666666667	.6	.8	5.9	2.13	-.6	1
14635	2	36	31	3	7	31	 	 	5	5	 	-.440869058298755	-.410629500342762	 	.8	1	 	.8	.5	.6	5.57	2.12	0	0
14639	1	72	16	6	2	16	9	16	3	1	1	-2.55792936991847	-2.45989582125976	-2.30248416961843	.4	1	1	.866666666666667	.8	.6	6.58	2.59	-.2	1
14657	2	28	25	5	 	 	 	 	5	 	 	-.488939672691938	 	 	.4	 	 	.8	.6	1	5.61	2.06	-.2	0
14659	2	68	32	5	5	-99.99	5	31	6	4	6	 	.16343032854601	.442188701348215	.6	.6	.6	.733333333333333	.4	.4	5.61	2.06	-.2	0
14665	2	79	-99.99	2	2	30	2	-99.99	5	5	5	.477754275564698	-.358079943967419	.228258244381677	.6	1	1	.6	.6	.6	5.97	1.99	0	1
14668	2	37	-99.99	7	 	 	 	 	5	 	 	.325551882627691	 	 	.8	 	 	.333333333333333	.266666666666667	.6	5.79	2.5	0	0
14804	2	56	32	2	2	32	2	30	5	5	8	-.258413269170353	.711683246372848	.743669530524843	.6	1	.8	.666666666666667	.4	.6	7.06	2.39	.4	1
14834	1	52	15	-99.99	2	15	-99.99	17	4	6	8	-.907619404490284	-.972871578536621	-.939426629909361	.6	.2	.6	.533333333333333	.2	1	6.82	2.48	-.2	1
14865	1	84	-99.99	-99.99	 	 	 	 	5	 	 	 	 	 	.6	 	 	.2	.2	.4	5.06	1.37	 	0
14898	2	85	18	6	6	18	2	18	10	10	8	1.04686780717169	.644569496896297	.696858765780721	.8	1	.6	.666666666666667	1	.4	6.38	2.66	1	1
14914	2	81	30	2	 	 	 	 	5	 	 	.141573742034608	 	 	.2	 	 	.733333333333333	.2	.6	6.64	2.57	0	1
14925	2	73	19	2	1	19	1	19	3	3	1	 	-.664395972758258	-.898956860693994	.6	.6	1	.933333333333333	.8	.6	6.11	2.67	-.4	1
15002	2	75	30	1	1	32	9	32	8	5	8	1.46502604801991	.556913517821899	.558340885407505	1	.6	.8	.733333333333333	.2	.6	7.06	2.39	-1	1
15088	1	62	-99.99	2	2	-99.99	-99.99	-99.99	7	6	4	.75558674746245	.996346248638315	.260185330938616	.8	1	.8	.266666666666667	.533333333333333	1	6.72	2.4	0	1
15169	2	65	11	1	3	31	3	32	5	5	8	.756256964089354	.39684121049043	.843710290094562	.8	.6	.8	.733333333333333	.2	.6	5.64	2.07	1	0
15201	1	73	-99.99	-99.99	3	14	-99.99	-99.99	10	10	10	.814334662569433	.639586276460386	.555519492159624	1	1	1	.2	.6	.6	5.54	1.46	-.2	0
15211	1	22	-99.99	1	1	30	1	30	1	1	1	-2.24374161865497	-2.3588797890471	-2.64506302373545	1	1	1	.266666666666667	.866666666666667	.8	7.28	2.34	-.8	1
15227	2	19	24	3	3	24	3	-99.99	2	1	1	-1.42477740557207	-2.22635188402997	-1.56737016023588	.8	1	.8	.466666666666667	.2	.6	5.78	1.14	0	0
15257	2	50	18	2	2	18	2	18	10	1	5	1.0956479762033	1.0703096249924	.700202761169122	1	1	1	.8	.6	.6	6.57333333333333	2.54333333333333	1	1
15290	2	72	31	3	3	31	3	31	6	5	5	-.100347914754796	.120180519899018	.620455401988058	.4	.4	.2	.666666666666667	.4	.6	5.29	1.69	0	0
15372	1	49	18	6	1	18	1	18	8	5	6	-.843822276208934	-.925354907394331	-.505485812155307	1	.6	.8	.8	.533333333333333	.8	6.65	2.52	0	1
15393	1	31	15	2	 	 	 	 	5	 	 	.554486862878636	 	 	1	 	 	.666666666666667	.266666666666667	.6	6.945	2.45	0	1
15404	1	49	-99.99	8	 	 	 	 	5	 	 	-1.044744898646	 	 	.6	 	 	.333333333333333	.333333333333333	.8	5.02	1.16	0	0
15406	1	77	24	8	 	 	 	 	10	 	 	.949296523059056	 	 	1	 	 	.733333333333333	.2	.4	5.02	1.16	1	0
15449	2	75	13	9	6	30	6	30	8	10	8	 	.46456005470891	.808957727430402	.8	1	1	.8	.7	.6	6.76	2.49	.4	1
15455	1	29	15	2	2	15	2	15	7	8	8	.607628963799111	1.19460340472098	.643324759945753	1	.8	1	.666666666666667	.666666666666667	.8	6.96	2.53	.2	1
15456	1	71	22	6	6	22	1	22	6	4	6	-.62362117765212	-.173801937094005	-.314483592070251	.8	.6	.8	.466666666666667	.5	.6	7.68	1.905	.4	1
15480	1	50	25	-99.99	 	 	 	 	2	 	 	-1.66550936392746	 	 	1	 	 	.666666666666667	.333333333333333	1	4.99	1.17	.4	0
15514	1	58	30	2	2	18	2	18	7	6	8	-.394579162222498	-.370603373888151	.249066057318527	1	1	.8	.733333333333333	.2	.6	6.56	2.52	.2	1
15519	2	41	32	1	1	30	1	32	8	7	7	.658276267364421	-.224121762294346	-.0313092302909484	1	.8	.8	.733333333333333	.2	.6	6.17	2.12	0	1
15520	2	44	24	5	5	24	5	24	7	10	10	1.16689077974766	.319888766021754	.880721595071704	1	1	1	.733333333333333	.2	.6	5.47	1.58	0	0
15557	1	72	19	2	2	30	2	32	8	8	9	.477889660969234	1.06530658108773	.721195051803595	.6	1	.8	.733333333333333	.7	.2	6.15	2.63	-.6	1
15571	2	72	30	1	6	30	2	32	5	10	10	2.18127283565278	2.27316445719429	2.14344344410833	.8	1	1	.533333333333333	.5	.6	6.96	2.53	0	1
15586	1	75	31	9	7	30	5	32	6	6	7	.178867819906133	-.472485363884578	-.154712146187376	.6	.8	.4	.666666666666667	.5	.8	5.47	1.58	.4	0
15644	2	88	-99.99	1	1	-99.99	-99.99	-99.99	5	1	10	 	.8117036772277	.568005410998715	.8	1	.6	.466666666666667	.2	.6	6.11	2.67	.6	1
15703	1	44	25	2	2	31	6	33	4	7	2	-.253486005409879	-.341115415129554	-.122224040138632	1	.8	1	.8	.6	1	5.61	2.06	-.4	0
15706	1	37	25	5	7	25	 	 	1	2	 	-1.93444184340623	-1.53010122962146	 	1	.2	 	.6	.2	1	5.61	2.06	-.4	0
15719	1	47	20	1	 	 	 	 	1	 	 	-2.22106375064539	 	 	1	 	 	.666666666666667	.666666666666667	.8	6.33	1.84	0	1
15725	1	29	11	6	6	11	 	 	10	10	 	1.15935191856466	1.16826684138163	 	1	.8	 	.666666666666667	.466666666666667	.6	6.29	2.36	0	1
15766	1	66	31	9	3	-99.99	9	31	5	5	8	-1.18803364652359	-1.27307911724637	-.207614586646677	.6	1	.6	.8	.2	1	5.13	1.64	0	0
15822	2	72	31	7	7	31	5	31	10	10	10	1.02770984749763	.740412355236487	.811333059177604	.8	.4	1	.733333333333333	.8	.6	5.69	1.28	0	0
15850	1	29	13	6	2	14	 	 	5	5	 	-.243059728902057	-.426301044123423	 	1	1	 	.866666666666667	.2	1	5.86	2.22	0	1
15880	1	60	31	5	3	31	7	30	5	5	5	-.455051100929615	-.0143935236370166	-.232256936170561	1	.8	.8	1	.866666666666667	.6	5.86	2.22	0	1
15915	1	62	25	3	3	25	5	25	4	9	8	 	.31579755302487	-.154950687292946	.8	1	.8	.733333333333333	.5	.8	5.74	1.11	-.2	0
15926	1	60	25	2	9	25	5	25	2	3	5	-1.24253224315147	-.977407595271589	-.892497962539687	.8	.6	.8	.733333333333333	.866666666666667	.6	5.54	1.46	-.4	0
15941	1	28	25	3	 	 	 	 	2	 	 	-1.04874658171666	 	 	1	 	 	1	.866666666666667	1	5.39	1.55	-.2	0
15971	1	54	31	3	3	30	 	 	2	2	 	-1.78623588502469	-1.50628937999328	 	.8	.4	 	.666666666666667	.8	.6	5.54	1.46	-.6	0
15982	1	42	15	2	2	15	2	15	8	8	9	.216364588891107	.990178573876989	.913044316564191	.8	1	1	.8	.533333333333333	1	6.7	2.49	-.2	1
16004	2	47	23	-99.99	-99.99	30	 	 	5	8	 	-.274030733454352	.629306949380016	 	.2	.8	 	.533333333333333	.2	.6	7.36	2.53	.2	1
16083	1	41	15	-99.99	-99.99	15	-99.99	15	1	1	2	-1.97753567100145	-1.98330874478347	-1.63934575193431	1	1	1	.733333333333333	.466666666666667	1	6.98	1.95	0	1
16166	1	34	24	9	 	 	 	 	10	 	 	-.424834495921293	 	 	1	 	 	1	.533333333333333	.4	5.62	1.74	1	0
16199	2	29	15	1	 	 	 	 	6	 	 	-.74252023748052	 	 	.6	 	 	.866666666666667	.6	.8	6.35	2.41	-1	1
16300	2	64	30	-99.99	 	 	 	 	10	 	 	1.47045399901705	 	 	1	 	 	.333333333333333	.7	.4	6.02	2.24	0	1
16316	1	36	17	1	 	 	 	 	9	 	 	1.30373588575604	 	 	.8	 	 	.733333333333333	.4	.6	6.65	2.52	-.6	1
16330	1	39	20	2	2	20	2	20	5	2	5	-.126381632065192	-.204489909821696	-.326533627968511	.6	1	1	.666666666666667	1	.6	5.96	1.94	0	1
16363	1	52	25	7	7	25	-99.99	32	3	7	2	-.896441065749059	-.561269533040809	-.913582937833048	.8	.8	.6	.733333333333333	.733333333333333	1	5.31	1.67	.4	0
16414	1	52	13	6	2	15	 	 	5	2	 	-1.27347139460824	-1.31296375097976	 	1	1	 	.533333333333333	.533333333333333	1	6.64	2.15	-.2	1
16447	2	46	32	6	6	21	6	21	2	7	2	-.741785070029175	-.52126322754569	-1.3349257922617	1	.8	1	.8	.666666666666667	.6	6.63	2.04	-.4	1
16450	2	58	13	5	 	 	 	 	4	 	 	.276862716135802	 	 	.4	 	 	.666666666666667	.733333333333333	.6	6.11	2.67	-.4	1
16475	2	76	-99.99	-99.99	2	19	2	19	10	10	5	.060936958130493	.612151637381404	.507103610675702	.8	.6	1	.266666666666667	.2	.8	6.1	2.56	0	1
16568	2	19	30	1	1	30	1	30	2	2	2	-1.63286026488573	-1.58435341945839	-.972010383696779	1	.8	.8	1	.733333333333333	.8	6.1	1.88	-.6	1
16583	2	24	12	1	9	12	6	12	5	7	8	-.0127143761957403	.154930178315059	.116608920812729	.2	.8	.8	.733333333333333	.266666666666667	.4	6.33	2.38	-1	1
16662	2	33	16	2	 	 	 	 	3	 	 	-.827239436874847	 	 	.8	 	 	.8	.666666666666667	.8	6.67	2.45	-.2	1
16717	1	50	23	2	 	 	 	 	6	 	 	-.567971902034731	 	 	1	 	 	.666666666666667	.466666666666667	.6	7.49	2.59	0	1
16729	1	20	30	1	1	30	 	 	6	7	 	-.00703979694448106	.175369651531274	 	1	.8	 	.666666666666667	.333333333333333	.6	7.25	2.7	-.2	1
16817	2	54	32	7	7	31	9	31	6	 	4	 	-.37194380158622	-1.39535784079495	1	 	.6	.666666666666667	.333333333333333	1	5.03	1.32	.4	0
16874	2	62	21	2	2	21	2	21	5	5	7	-.234862302251392	-.329517604965531	-.366825194753047	.6	.8	1	.8	.2	.6	6.64	2.15	0	1
16890	1	82	15	2	2	32	 	 	6	4	 	-.563446121077923	-.235747707977652	 	.6	.6	 	.533333333333333	.6	1	6.88	2.39	0	1
16939	2	53	19	2	6	19	1	19	7	5	4	.578698227280025	.180542109720724	-.395653593965189	1	1	.4	.866666666666667	.6	1	6.15	2.69	-.4	1
17030	2	49	31	9	3	24	 	 	3	2	 	-.0595792323293692	-1.01152682584107	 	1	.8	 	.733333333333333	.466666666666667	.6	5.35	1.94	-.6	0
17068	1	74	23	8	1	23	9	23	7	8	8	.688979642165019	.607679990503349	.635873271794601	.8	1	.8	.666666666666667	.2	.6	7.36	2.53	.8	1
17288	2	32	-99.99	2	6	18	6	18	10	10	10	.618976786731589	.716157416645886	1.66391812934376	.6	1	.8	.466666666666667	.6	1	6.62	2.35	.2	1
17410	2	40	31	3	 	 	 	 	4	 	 	-.123508461444084	 	 	.6	 	 	.8	1	1	5.32	1.53	0	0
17455	2	70	15	2	1	15	2	15	5	8	4	-.674645687803284	.281393583740886	.310180450127374	.8	.8	.8	.8	.3	.8	6.82	2.48	0	1
17462	2	68	31	9	3	31	7	26	10	7	5	.656915369842025	.103497321813897	.834076849686426	.6	1	.6	.866666666666667	.7	.2	5.39	1.55	-.2	0
17482	1	58	15	2	2	32	1	30	5	4	2	.814366710599464	-.209831633658091	-.312706062392629	1	.6	.6	.866666666666667	.6	.6	7.48	2.25	0	1
17531	2	59	15	1	1	15	1	15	2	1	1	-2.02580993882147	-1.80201107745906	-1.72753238545685	1	1	1	.6	.6	.8	7.07	2.35	-.6	1
17554	1	21	11	9	 	 	 	 	5	 	 	.371306361466197	 	 	.2	 	 	1	.466666666666667	.6	7.07	2.35	 	1
17558	2	69	30	1	1	-99.99	1	-99.99	10	5	8	.353647951315679	.533064160286611	.92376830894738	.6	1	.8	.733333333333333	.2	.6	6.66	2.68	.6	1
17661	1	75	20	1	2	31	2	20	10	10	10	.494690245957074	.5759005838878	-.076773587750937	1	.8	1	.666666666666667	.8	.6	6.305	1.7075	0	1
17668	2	39	32	2	2	30	2	16	10	10	10	1.21752397733794	1.83624999838354	1.92457417985119	.8	.8	1	1	.9	.6	7.09	2.28	 	1
17685	1	38	32	-99.99	5	31	5	-99.99	10	10	10	.20295606775663	.478102255102926	1.03125052320584	.6	1	1	.333333333333333	.666666666666667	.6	5.72	1.06	.6	0
